daddr,dport,last,nbytes,npkts,proto,saddr,sport
10.2.0.2,8080,2012-04-25 18:06:02.175,1417,5,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:02.175,3468,3,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:03.176,537,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:03.176,54,1,6,10.2.0.2,8080
10.2.0.1,1099,2012-04-25 18:06:04.177,188,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:04.177,134,1,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:06:05.179,7468,10,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:05.179,458,7,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:06:06.181,602,5,6,10.2.0.1,1530
10.2.0.1,1099,2012-04-25 18:06:06.181,54,1,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:06.182,134,1,6,10.2.0.1,1099
10.2.0.1,1530,2012-04-25 18:06:06.182,9930,4,6,10.2.0.2,8080
10.2.0.2,53,2012-04-25 18:06:06.182,82,1,17,10.2.0.1,65345
10.2.0.1,65345,2012-04-25 18:06:06.182,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:20.193,79,1,17,10.2.0.1,54603
10.2.0.1,54603,2012-04-25 18:06:20.194,79,1,17,10.2.0.2,53
10.2.0.1,64419,2012-04-25 18:06:20.194,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:20.194,75,1,17,10.2.0.1,64419
10.2.0.2,8080,2012-04-25 18:06:26.199,54,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:26.199,54,1,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:36.207,54,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:36.207,54,1,6,10.2.0.2,8080
10.2.0.1,64287,2012-04-25 18:06:49.218,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:49.218,88,1,17,10.2.0.1,64287
10.2.0.1,56076,2012-04-25 18:07:03.229,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:03.23,82,1,17,10.2.0.1,56076
10.2.0.1,64288,2012-04-25 18:07:17.24,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:17.24,79,1,17,10.2.0.1,64288
10.2.0.1,61861,2012-04-25 18:07:17.241,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:17.241,75,1,17,10.2.0.1,61861
10.2.0.2,53,2012-04-25 18:07:32.252,88,1,17,10.2.0.1,61545
10.2.0.1,61545,2012-04-25 18:07:32.252,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:46.263,82,1,17,10.2.0.1,55768
10.2.0.1,55768,2012-04-25 18:07:46.263,82,1,17,10.2.0.2,53
10.2.0.1,53395,2012-04-25 18:08:00.274,75,1,17,10.2.0.2,53
10.2.0.1,65451,2012-04-25 18:08:00.275,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:00.275,79,1,17,10.2.0.1,65451
10.2.0.2,53,2012-04-25 18:08:00.275,75,1,17,10.2.0.1,53395
10.2.0.2,53,2012-04-25 18:08:27.294,88,1,17,10.2.0.1,54477
10.2.0.1,54477,2012-04-25 18:08:27.295,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:41.305,82,1,17,10.2.0.1,59671
10.2.0.1,59671,2012-04-25 18:08:41.305,82,1,17,10.2.0.2,53
10.2.0.1,64289,2012-04-25 18:08:55.316,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:55.317,75,1,17,10.2.0.1,64289
10.2.0.2,53,2012-04-25 18:08:55.317,91,1,17,10.2.0.1,57352
10.2.0.1,56533,2012-04-25 18:08:55.317,79,1,17,10.2.0.2,53
10.2.0.1,57352,2012-04-25 18:08:55.317,91,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:55.317,79,1,17,10.2.0.1,56533
10.2.0.2,53,2012-04-25 18:09:11.33,88,1,17,10.2.0.1,53072
10.2.0.1,53072,2012-04-25 18:09:11.33,88,1,17,10.2.0.2,53
10.2.0.1,58068,2012-04-25 18:09:25.34,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:09:25.341,82,1,17,10.2.0.1,58068
